Year,Eventnumber,Reporteddate,Incidentoperationalarea,Gridreference(confirmed),Environmentalpollutionincident(yesorno),Airenvironmentimpactlevel,Landenvironmentimpactlevel,Waterenvironmentimpactlevel,Incidentcounty,Incidentdistrict,Incidentunitary,Value
2021,1929014,26/04/2021,"Kent,SouthLondonandEastSussex",TQ4568173964,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,BexleyLondonBorough,,190
2021,1929239,27/04/2021,NorthEast,NZ1868687279,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),NorthumberlandCounty,CastleMorpethDistrict,,191
2021,1929244,27/04/2021,DevonandCornwall,SS3434604778,Yes,Category3(Minor),Category3(Minor),Category2(Significant),DevonCounty,TorridgeDistrict,,192
2021,1929304,27/04/2021,LincolnshireandNorthamptonshire,TF0929994689,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),LincolnshireCounty,WestLindseyDistrict,,193
2021,1929340,27/04/2021,EastAnglia(CambridgeshireandBedfordshire),TL2390134260,Yes,Category4(NoImpact),Category2(Significant),Category2(Significant),HertfordshireCounty,NorthHertfordshireDistrict,,194
2021,1929972,28/04/2021,NorthEast,NZ1728446678,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),DurhamCounty,DerwentsideDistrict,,195
2021,1930034,28/04/2021,DevonandCornwall,SY2046097803,Yes,Category3(Minor),Category3(Minor),Category2(Significant),DevonCounty,EastDevonDistrict,,196
2021,1930965,30/04/2021,DevonandCornwall,SW7855161240,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),CornwallCounty,RestormelDistrict,,197
2021,1931507,01/05/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP0598479355,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,BirminghamDistrict,,198
2021,1931598,01/05/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SJ8346745024,Yes,Category1(Major),Category4(NoImpact),Category4(NoImpact),StaffordshireCounty,Newcastle-under-LymeDistrict,,199
2021,1933158,04/05/2021,HertfordshireandNorthLondon,TQ1783993165,Yes,Category4(NoImpact),Category2(Significant),Category3(Minor),,HarrowLondonBorough,,200
2021,1933377,05/05/2021,Yorkshire,SE1941040871,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,201
2021,1933440,05/05/2021,Yorkshire,SE3153430956,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,202
2021,1933907,06/05/2021,LincolnshireandNorthamptonshire,TF4513510713,Yes,Category2(Significant),Category3(Minor),Category4(NoImpact),CambridgeshireCounty,FenlandDistrict,,203
2021,1934403,06/05/2021,EastMidlands,SK5489937696,Yes,Category1(Major),Category3(Minor),Category3(Minor),,,CityofNottingham,204
2021,1934633,07/05/2021,"GreaterManchester,MerseysideandCheshire",SJ6928676805,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),CheshireCounty,MacclesfieldDistrict,,205
2021,1934797,07/05/2021,EastAnglia(CambridgeshireandBedfordshire),TL7825859381,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),SuffolkCounty,StEdmundsburyDistrict,,206
2021,1935980,10/05/2021,Yorkshire,SE2249234752,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,207
2021,1936338,11/05/2021,DevonandCornwall,SS2082702805,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),CornwallCounty,NorthCornwallDistrict,,208
2021,1936377,11/05/2021,EastAnglia(CambridgeshireandBedfordshire),TM0514294887,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),NorfolkCounty,BrecklandDistrict,,209
2021,1936361,11/05/2021,Yorkshire,SE5395108992,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,DoncasterDistrict,,210
2021,1936692,11/05/2021,Wessex,ST7324834096,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),SomersetCounty,SouthSomersetDistrict,,211
2021,1937307,12/05/2021,Yorkshire,SE1070211334,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,KirkleesDistrict,,212
2021,1937983,13/05/2021,Thames,SP2756604880,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),OxfordshireCounty,WestOxfordshireDistrict,,213
2021,1938423,14/05/2021,Yorkshire,SE2623230355,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),,LeedsDistrict,,214
2021,1938687,15/05/2021,"GreaterManchester,MerseysideandCheshire",SJ9248495496,Yes,Category4(NoImpact),Category1(Major),Category4(NoImpact),,TamesideDistrict,,215
2021,1938716,15/05/2021,Yorkshire,SE4187403062,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,BarnsleyDistrict,,216
2021,1938992,16/05/2021,EastAnglia(CambridgeshireandBedfordshire),TL5298493593,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),NorfolkCounty,King'sLynnandWestNorfolkDistrict,,217
2021,1939534,17/05/2021,Yorkshire,SE4441902080,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),,RotherhamDistrict,,218
2021,1939741,17/05/2021,NorthEast,NU0773428631,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),NorthumberlandCounty,Berwick-Upon-TweedDistrict,,219
2021,1939747,17/05/2021,Yorkshire,SE0991711370,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,KirkleesDistrict,,220
2021,1940027,18/05/2021,Wessex,ST7599773696,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,SouthGloucestershire,221
2021,1940041,18/05/2021,CumbriaandLancashire,SD3777005851,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),LancashireCounty,WestLancashireDistrict,,222
2021,1940341,18/05/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SO3467060038,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,CountyofHerefordshire,223
2021,1941086,19/05/2021,Yorkshire,SE6629313064,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,DoncasterDistrict,,224
2021,1941955,21/05/2021,HertfordshireandNorthLondon,TQ4840487637,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,BarkingandDagenhamLondonBorough,,225
2021,1942000,21/05/2021,EastMidlands,SK4293050820,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),DerbyshireCounty,AmberValleyDistrict,,226
2021,1942724,22/05/2021,EastAnglia(CambridgeshireandBedfordshire),TL7083099507,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),NorfolkCounty,King'sLynnandWestNorfolkDistrict,,227
2021,1942735,22/05/2021,EastAnglia(CambridgeshireandBedfordshire),TL7032398845,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),NorfolkCounty,King'sLynnandWestNorfolkDistrict,,228
2021,1942886,23/05/2021,Wessex,ST5682819021,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),SomersetCounty,SouthSomersetDistrict,,229
2021,1943118,24/05/2021,CumbriaandLancashire,NX9725317566,Yes,Category2(Significant),Category2(Significant),Category3(Minor),CumbriaCounty,CopelandDistrict,,230
2021,1943336,24/05/2021,Yorkshire,SE7373922838,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,EastRidingofYorkshire,231
2021,1943917,25/05/2021,LincolnshireandNorthamptonshire,SP6801953886,Yes,Category3(Minor),Category3(Minor),Category2(Significant),NorthamptonshireCounty,SouthNorthamptonshireDistrict,,232
2021,1944901,27/05/2021,NorthEast,NZ2183856576,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,GatesheadDistrict,,233
2021,1944903,27/05/2021,Yorkshire,TA0253557772,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,EastRidingofYorkshire,234
2021,1944950,27/05/2021,CumbriaandLancashire,SD8083432982,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LancashireCounty,BurnleyDistrict,,235
2021,1945504,28/05/2021,Yorkshire,SE4044803622,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,BarnsleyDistrict,,236
2021,1946930,31/05/2021,"GreaterManchester,MerseysideandCheshire",SD8112827292,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LancashireCounty,RossendaleDistrict,,237
2021,1947394,01/06/2021,"Kent,SouthLondonandEastSussex",TQ8293618886,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),EastSussexCounty,RotherDistrict,,238
2021,1947477,01/06/2021,Yorkshire,SE2622930308,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),,LeedsDistrict,,239
2021,1949522,01/06/2021,"GreaterManchester,MerseysideandCheshire",SJ8027848131,Yes,Category1(Major),Category4(NoImpact),Category4(NoImpact),StaffordshireCounty,Newcastle-under-LymeDistrict,,240
2021,1947532,01/06/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP0598479355,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,BirminghamDistrict,,241
2021,1947627,02/06/2021,DevonandCornwall,SX1484486566,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),CornwallCounty,NorthCornwallDistrict,,242
2021,1947632,02/06/2021,Yorkshire,SE3153330978,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,243
2021,1947641,02/06/2021,Yorkshire,SE5395108992,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,DoncasterDistrict,,244
2021,1947862,02/06/2021,EastMidlands,SK7936968662,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),NottinghamshireCounty,BassetlawDistrict,,245
2021,1948491,03/06/2021,Thames,SU8516392494,Yes,Category2(Significant),Category2(Significant),Category3(Minor),BuckinghamshireCounty,WycombeDistrict,,246
2021,1948626,03/06/2021,HertfordshireandNorthLondon,TQ2463795214,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,BarnetLondonBorough,,247
2021,1948670,03/06/2021,DevonandCornwall,SX1488086553,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),CornwallCounty,NorthCornwallDistrict,,248
2021,1948720,03/06/2021,EastAnglia(CambridgeshireandBedfordshire),SP6256732593,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),OxfordshireCounty,CherwellDistrict,,249
2021,1948865,04/06/2021,Yorkshire,SE2248234741,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,250
2021,1948902,04/06/2021,HertfordshireandNorthLondon,TQ1119088949,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),,HillingdonLondonBorough,,251
2021,1949279,04/06/2021,Yorkshire,SK4274270467,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),DerbyshireCounty,NorthEastDerbyshireDistrict,,252
2021,1949668,05/06/2021,EastAnglia(CambridgeshireandBedfordshire),SP9646920376,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),BedfordshireCounty,SouthBedfordshireDistrict,,253
2021,1950501,07/06/2021,Yorkshire,SE0083325593,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,CalderdaleDistrict,,254
2021,1950711,07/06/2021,NorthEast,NZ4427023620,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),,,Stockton-On-Tees,255
2021,1950803,07/06/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SO5450850264,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,CountyofHerefordshire,256
2021,1951036,08/06/2021,NorthEast,NZ2736663797,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,NewcastleUponTyneDistrict,,257
2021,1951117,08/06/2021,Yorkshire,SD9963851733,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),NorthYorkshireCounty,CravenDistrict,,258
2021,1951118,08/06/2021,Wessex,ST6028669854,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,CityofBristol,259
2021,1961348,08/06/2021,HertfordshireandNorthLondon,TQ0986675327,Yes,Category3(Minor),Category2(Significant),Category3(Minor),,HounslowLondonBorough,,260
2021,1951672,09/06/2021,EastMidlands,SK8199152875,Yes,Category4(NoImpact),Category2(Significant),Category3(Minor),NottinghamshireCounty,NewarkandSherwoodDistrict,,261
2021,1951801,09/06/2021,CumbriaandLancashire,SD8829136574,Yes,Category3(Minor),Category2(Significant),Category2(Significant),LancashireCounty,PendleDistrict,,262
2021,1952016,09/06/2021,Wessex,ST6218671009,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,CityofBristol,263
2021,1952172,10/06/2021,Yorkshire,SK3478372535,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),DerbyshireCounty,NorthEastDerbyshireDistrict,,264
2021,1952420,10/06/2021,HertfordshireandNorthLondon,TQ1319485641,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,HarrowLondonBorough,,265
2021,1952638,11/06/2021,CumbriaandLancashire,SD7587228148,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LancashireCounty,HyndburnDistrict,,266
2021,1952774,11/06/2021,HertfordshireandNorthLondon,TQ1359286573,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,HarrowLondonBorough,,267
2021,1953317,12/06/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TM3591341030,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),SuffolkCounty,SuffolkCoastalDistrict,,268
2021,1954583,15/06/2021,SolentandSouthDowns,SU3665515347,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),HampshireCounty,TestValleyDistrict,,269
2021,1955009,15/06/2021,EastAnglia(CambridgeshireandBedfordshire),TL7414682037,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),SuffolkCounty,ForestHeathDistrict,,270
2021,1955505,16/06/2021,Yorkshire,SE2169342336,Yes,Category1(Major),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,271
2021,1955745,16/06/2021,CumbriaandLancashire,SD5185461726,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),LancashireCounty,LancasterDistrict,,272
2021,1955785,17/06/2021,"Kent,SouthLondonandEastSussex",TR3841471601,Yes,Category4(NoImpact),Category1(Major),Category1(Major),KentCounty,ThanetDistrict,,273
2021,1956314,17/06/2021,Wessex,ST6606877319,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,SouthGloucestershire,274
2021,1956446,17/06/2021,Thames,SU7128671503,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),,,Reading,275
2021,1956699,18/06/2021,Thames,SP4378743696,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),OxfordshireCounty,CherwellDistrict,,276
2021,1957299,19/06/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TM1468978559,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),SuffolkCounty,MidSuffolkDistrict,,277
2021,1957312,19/06/2021,Thames,SU1338985893,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),,,Swindon,278
2021,1957329,19/06/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TM0480951868,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),SuffolkCounty,MidSuffolkDistrict,,279
2021,1957340,19/06/2021,Yorkshire,SE1936640848,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,280
2021,1957656,20/06/2021,LincolnshireandNorthamptonshire,TF3444853235,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),LincolnshireCounty,EastLindseyDistrict,,281
2021,1957834,21/06/2021,"Kent,SouthLondonandEastSussex",TQ4884174133,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),,BexleyLondonBorough,,282
2021,1958102,21/06/2021,DevonandCornwall,SS5615033934,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),DevonCounty,NorthDevonDistrict,,283
2021,1958426,22/06/2021,CumbriaandLancashire,SD4055260693,Yes,Category4(NoImpact),Category2(Significant),Category2(Significant),LancashireCounty,LancasterDistrict,,284
2021,1958637,22/06/2021,Thames,SP7396307686,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),BuckinghamshireCounty,AylesburyValeDistrict,,285
2021,1958653,22/06/2021,Yorkshire,SE1941640866,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,286
2021,1958776,23/06/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TL9767001221,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),EssexCounty,MaldonDistrict,,287
2021,1959508,24/06/2021,LincolnshireandNorthamptonshire,SP8344181618,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),NorthamptonshireCounty,KetteringDistrict,,288
2021,1959561,24/06/2021,NorthEast,NZ2606474223,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,NorthTynesideDistrict,,289
2021,1959591,24/06/2021,LincolnshireandNorthamptonshire,SP7217463153,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),NorthamptonshireCounty,NorthamptonDistrict,,290
2021,1960130,25/06/2021,EastMidlands,SE7536408818,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,NorthLincolnshire,291
2021,1960549,27/06/2021,EastAnglia(CambridgeshireandBedfordshire),TL1877330685,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),BedfordshireCounty,MidBedfordshireDistrict,,292
2021,1960750,28/06/2021,CumbriaandLancashire,NY3889816414,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),CumbriaCounty,EdenDistrict,,293
2021,1960945,28/06/2021,"Kent,SouthLondonandEastSussex",TQ7520654860,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),KentCounty,MaidstoneDistrict,,294
2021,1961209,29/06/2021,"GreaterManchester,MerseysideandCheshire",SD8936106451,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,OldhamDistrict,,295
2021,1961446,29/06/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP0355568540,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),WorcestershireCounty,RedditchDistrict,,296
2021,1961779,30/06/2021,Yorkshire,TA0975331556,Yes,Category2(Significant),Category2(Significant),Category4(NoImpact),,,CityofKingstonUponHull,297
2021,1962140,01/07/2021,Yorkshire,SE3153330980,Yes,Category1(Major),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,298
2021,1962168,01/07/2021,Yorkshire,SE1881138930,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,BradfordDistrict,,299
2021,1962302,01/07/2021,Yorkshire,TA0193129225,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,,EastRidingofYorkshire,300
